"day","symbol","asset_type","open","high","low","close","volume"
"2023-12-01","ETH","crypto","4643.39000000","4778.24000000","4158.00000000","4542.07000000","782479"
"2023-12-01","JNJ","stock","255.21","245.91","247.43","255.21","4507543"
"2023-12-01","MSFT","stock","168.96","161.97","166.31","169.17","12310978"
"2023-12-01","PG","stock","57.92","57.52","57.58","57.92","15332024"
"2023-12-01","V","stock","173.88","171.57","172.51","174.74","9257691"
"2023-11-30","BTC","crypto","40604.29000000","44124.56000000","40604.29000000","44068.95000000","464012"
"2023-11-30","COST","stock","534.04","534.04","536.43","537.28","1445396"
"2023-11-30","ETH","crypto","4903.66000000","5043.47000000","4679.21000000","4752.15000000","1981530"
"2023-11-30","JNJ","stock","249.11","249.11","255.07","264.05","15105691"
"2023-11-30","MSFT","stock","167.18","167.18","169.74","169.95","888142"
"2023-11-30","PG","stock","57.52","57.52","57.80","57.99","11396546"
"2023-11-30","V","stock","180.09","167.66","175.46","183.16","53150329"
"2023-11-29","BTC","crypto","42162.92000000","43239.95000000","40093.83000000","42496.43000000","1540396"
"2023-11-29","COST","stock","534.59","533.32","534.50","538.79","14381466"
"2023-11-29","ETH","crypto","5475.28000000","5475.28000000","4877.94000000","5047.77000000","398654"
"2023-11-29","JNJ","stock","249.17","245.09","249.44","251.52","2815165"
"2023-11-29","MSFT","stock","170.49","166.95","167.02","170.49","3271461"
"2023-11-29","PG","stock","57.61","56.99","57.45","57.99","9182710"
"2023-11-29","V","stock","187.64","170.47","181.06","187.64","2357925"
"2023-11-28","BTC","crypto","38522.87000000","43717.34000000","38522.87000000","41510.27000000","1530136"
"2023-11-28","COST","stock","540.49","531.65","532.55","540.49","10394196"
"2023-11-28","ETH","crypto","5494.57000000","5494.57000000","5175.66000000","5274.84000000","1264515"
"2023-11-28","JNJ","stock","239.69","239.69","249.31","250.79","1689898"
"2023-11-28","MSFT","stock","164.94","164.94","170.65","172.77","7633575"
"2023-11-28","PG","stock","57.73","57.39","57.86","58.79","6367840"
"2023-11-28","V","stock","184.61","184.61","185.93","185.96","12318579"
"2023-11-27","BTC","crypto","39539.00000000","39539.00000000","37441.63000000","38596.87000000","1682055"
"2023-11-27","COST","stock","535.28","535.28","538.20","542.54","3936330"
"2023-11-27","ETH","crypto","5837.82000000","5886.36000000","5362.66000000","5423.31000000","2118419"
"2023-11-27","JNJ","stock","245.98","238.83","244.49","245.98","8569932"
"2023-11-27","MSFT","stock","169.68","165.71","166.68","169.68","2749650"
"2023-11-27","PG","stock","57.72","57.72","57.81","58.31","1969559"
"2023-11-27","V","stock","185.54","185.54","186.51","188.03","3351881"
"2023-11-24","BTC","crypto","39277.03000000","40001.86000000","37552.99000000","37646.28000000","2881000"
"2023-11-24","COST","stock","531.05","531.05","537.32","537.34","19578136"
"2023-11-24","ETH","crypto","5949.72000000","5949.72000000","5661.71000000","5683.38000000","1492269"
"2023-11-24","JNJ","stock","246.65","246.65","248.42","250.62","2538397"
"2023-11-24","MSFT","stock","170.73","168.99","169.29","170.73","4993798"
"2023-11-24","PG","stock","56.67","56.67","57.79","57.85","1715998"
"2023-11-24","V","stock","178.32","178.32","186.04","195.34","24238575"
"2023-11-23","BTC","crypto","38548.17000000","39824.54000000","36483.21000000","39151.88000000","533469"
"2023-11-23","COST","stock","540.64","532.51","532.70","540.64","1912709"
"2023-11-23","ETH","crypto","5765.98000000","6162.01000000","5574.95000000","6098.07000000","604144"
"2023-11-23","JNJ","stock","247.72","241.29","246.08","248.84","750161"
"2023-11-23","MSFT","stock","171.29","168.50","170.43","172.12","7423705"
"2023-11-23","PG","stock","57.11","56.63","56.90","57.38","3790551"
"2023-11-23","V","stock","179.74","179.61","179.83","180.06","7892406"
"2023-11-22","BTC","crypto","41897.47000000","42962.01000000","37413.25000000","37631.13000000","1074649"
"2023-11-22","COST","stock","529.12","529.12","540.45","543.87","1273010"
"2023-11-22","ETH","crypto","5285.24000000","5882.01000000","5285.24000000","5636.17000000","1021182"
"2023-11-22","JNJ","stock","244.84","244.84","246.02","246.93","5560888"
"2023-11-22","MSFT","stock","171.32","168.53","170.29","171.85","678171"
"2023-11-22","PG","stock","57.08","56.97","57.39","57.69","1636164"
"2023-11-22","V","stock","190.63","179.98","180.24","190.63","2493093"
"2023-11-21","BTC","crypto","44757.12000000","44757.12000000","40358.22000000","42413.66000000","1921044"
"2023-11-21","COST","stock","522.33","522.33","529.80","535.34","1701086"
"2023-11-21","ETH","crypto","5241.09000000","5570.46000000","5241.09000000","5397.84000000","1185367"
"2023-11-21","JNJ","stock","251.65","242.37","244.05","251.65","1392084"
"2023-11-21","MSFT","stock","174.45","173.03","173.49","175.10","2960937"
"2023-11-21","PG","stock","57.23","57.23","57.36","57.38","689900"
"2023-11-21","V","stock","183.49","183.49","187.97","190.85","1473028"
"2023-11-20","BTC","crypto","42890.20000000","46382.78000000","42095.22000000","44298.88000000","1046774"
"2023-11-20","COST","stock","539.95","520.55","522.11","539.95","4778498"
"2023-11-20","ETH","crypto","5425.08000000","5612.05000000","5068.04000000","5345.53000000","1446118"
"2023-11-20","JNJ","stock","257.00","250.22","252.23","257.00","1963631"
"2023-11-20","MSFT","stock","169.09","169.09","174.44","175.45","6584166"
"2023-11-20","PG","stock","56.93","56.93","57.25","57.31","3612892"
"2023-11-20","V","stock","179.01","179.01","181.67","181.69","1741110"
"2023-11-17","BTC","crypto","40758.84000000","44440.57000000","39841.51000000","41669.00000000","2729019"
"2023-11-17","COST","stock","537.49","537.49","540.02","540.06","16818917"
"2023-11-17","ETH","crypto","4933.63000000","5339.26000000","4874.69000000","5015.56000000","620764"
"2023-11-17","JNJ","stock","256.68","254.25","256.16","256.68","4303073"
"2023-11-17","MSFT","stock","165.90","165.90","168.74","169.06","940424"
"2023-11-17","PG","stock","57.47","56.86","56.98","57.47","15746273"
"2023-11-17","V","stock","177.91","174.88","178.34","180.57","9985320"
"2023-11-16","BTC","crypto","40749.95000000","44622.73000000","39112.63000000","41105.16000000","948804"
"2023-11-16","COST","stock","545.47","534.64","535.90","545.47","3940837"
"2023-11-16","ETH","crypto","5166.62000000","5190.89000000","4829.54000000","5085.62000000","1648052"
"2023-11-16","JNJ","stock","256.07","252.68","253.64","256.07","4069287"
"2023-11-16","MSFT","stock","168.65","164.17","167.54","169.42","1775763"
"2023-11-16","PG","stock","57.42","57.22","57.59","57.95","6248028"
"2023-11-16","V","stock","167.79","167.79","177.84","180.86","3440551"
"2023-11-15","BTC","crypto","41798.58000000","42390.97000000","38770.72000000","41220.01000000","2920823"
"2023-11-15","COST","stock","530.08","530.08","545.68","545.71","1412421"
"2023-11-15","ETH","crypto","5426.08000000","5426.08000000","5100.28000000","5274.66000000","2605376"
"2023-11-15","JNJ","stock","258.94","255.22","255.47","258.94","5134494"
"2023-11-15","MSFT","stock","165.99","165.99","168.54","168.87","2670234"
"2023-11-15","PG","stock","57.15","57.15","57.31","57.32","1216561"
"2023-11-15","V","stock","178.25","168.83","169.06","178.25","5263651"
"2023-11-14","BTC","crypto","40059.45000000","43627.73000000","37973.67000000","41191.26000000","3792108"
"2023-11-14","COST","stock","528.59","528.59","530.10","530.26","3086376"
"2023-11-14","ETH","crypto","5372.70000000","5563.66000000","5219.32000000","5244.20000000","11395891"
"2023-11-14","JNJ","stock","261.53","255.90","257.27","261.53","3810965"
"2023-11-14","MSFT","stock","172.66","166.45","168.61","172.66","3242434"
"2023-11-14","PG","stock","57.00","56.62","56.98","57.41","1492472"
"2023-11-14","V","stock","192.20","176.65","178.57","192.20","39360095"
"2023-11-13","BTC","crypto","39847.86000000","43036.02000000","38310.52000000","39759.05000000","711577"
"2023-11-13","COST","stock","535.72","528.69","529.51","535.72","5647127"
"2023-11-13","ETH","crypto","5510.40000000","5847.06000000","5379.01000000","5466.42000000","3919472"
"2023-11-13","JNJ","stock","256.92","256.92","261.13","261.36","3220328"
"2023-11-13","MSFT","stock","173.92","173.38","173.72","175.32","2595390"
"2023-11-13","PG","stock","57.03","56.90","56.92","57.03","4868581"
"2023-11-13","V","stock","192.43","187.12","190.52","192.43","1583647"
"2023-11-10","BTC","crypto","35889.07000000","39767.91000000","35836.98000000","39638.74000000","418386"
"2023-11-10","COST","stock","540.88","531.79","533.13","540.88","11671019"
"2023-11-10","ETH","crypto","5856.65000000","5856.65000000","5458.49000000","5586.87000000","1667110"
"2023-11-10","JNJ","stock","242.16","242.16","253.17","255.29","4134612"
"2023-11-10","MSFT","stock","175.44","172.03","173.54","178.48","2977867"
"2023-11-10","PG","stock","57.40","57.04","57.04","57.40","1057854"
"2023-11-10","V","stock","185.26","185.26","189.99","195.37","7854792"
"2023-11-09","BTC","crypto","37074.74000000","37642.86000000","34096.13000000","35695.50000000","2599218"
"2023-11-09","COST","stock","536.70","533.25","539.62","540.66","1962970"
"2023-11-09","ETH","crypto","5865.24000000","5941.84000000","5755.48000000","5873.91000000","1364630"
"2023-11-09","JNJ","stock","247.84","238.30","242.14","247.84","2923194"
"2023-11-09","MSFT","stock","173.92","173.28","176.04","176.29","1478700"
"2023-11-09","PG","stock","56.79","56.79","57.22","57.32","2860090"
"2023-11-09","V","stock","186.06","184.10","184.16","186.06","8482775"
"2023-11-08","BTC","crypto","42088.45000000","42088.45000000","36083.41000000","36244.32000000","593359"
"2023-11-08","COST","stock","539.87","537.72","538.58","539.87","18451271"
"2023-11-08","ETH","crypto","5396.23000000","6012.37000000","5396.23000000","5978.53000000","3813698"
"2023-11-08","JNJ","stock","237.36","237.36","244.49","246.96","3302906"
"2023-11-08","MSFT","stock","175.37","172.50","174.10","176.38","20820398"
"2023-11-08","PG","stock","57.14","56.49","56.73","57.14","1703147"
"2023-11-08","V","stock","183.86","183.86","186.63","187.92","11369680"
"2023-11-07","BTC","crypto","40294.86000000","42436.05000000","39281.17000000","40260.40000000","2532635"
"2023-11-07","COST","stock","534.94","534.94","540.00","541.47","13812873"
"2023-11-07","ETH","crypto","6100.47000000","6212.82000000","5600.42000000","5600.51000000","1318276"
"2023-11-07","JNJ","stock","235.54","235.54","236.59","236.75","979188"
"2023-11-07","MSFT","stock","177.37","175.17","175.46","177.37","2432421"
"2023-11-07","PG","stock","57.44","56.76","56.98","57.44","3887992"
"2023-11-07","V","stock","187.41","183.14","184.06","187.41","4051316"
"2023-11-06","BTC","crypto","40097.78000000","42219.74000000","38549.37000000","41033.23000000","9569076"
"2023-11-06","COST","stock","534.63","528.51","537.32","538.76","535071"
"2023-11-06","ETH","crypto","6116.05000000","6565.48000000","6116.05000000","6225.73000000","434746"
"2023-11-06","JNJ","stock","236.30","234.31","234.60","236.30","4769718"
"2023-11-06","MSFT","stock","183.11","177.66","179.87","183.11","15902877"
"2023-11-06","PG","stock","57.67","57.56","57.57","57.67","7363372"
"2023-11-06","V","stock","192.16","183.28","186.45","192.16","5985209"
"2023-11-03","BTC","crypto","39708.52000000","44003.74000000","36473.61000000","40873.85000000","838043"
"2023-11-03","COST","stock","530.78","530.78","534.55","534.93","1038732"
"2023-11-03","ETH","crypto","6029.03000000","6282.05000000","5907.23000000","6020.14000000","937125"
"2023-11-03","JNJ","stock","248.49","234.52","235.24","248.49","1521648"
"2023-11-03","MSFT","stock","172.88","172.88","182.70","182.73","2658176"
"2023-11-03","PG","stock","56.38","56.38","57.67","57.83","47513785"
"2023-11-03","V","stock","192.60","191.63","192.01","192.60","10571339"
"2023-11-02","BTC","crypto","40620.39000000","40920.29000000","36802.42000000","38962.12000000","2032951"
"2023-11-02","COST","stock","533.09","533.09","535.01","538.71","71773611"
"2023-11-02","ETH","crypto","5743.00000000","6327.79000000","5388.55000000","6074.68000000","973400"
"2023-11-02","JNJ","stock","248.21","248.21","248.95","249.04","4905634"
"2023-11-02","MSFT","stock","175.39","172.48","174.64","176.30","1879410"
"2023-11-02","PG","stock","56.80","56.13","56.15","56.80","8626809"
"2023-11-02","V","stock","187.78","187.78","193.33","199.76","1972200"
"2023-11-01","BTC","crypto","39139.02000000","40142.00000000","35858.03000000","38616.72000000","1670947"
"2023-11-01","COST","stock","527.02","521.48","530.70","532.51","2122826"
"2023-11-01","ETH","crypto","5530.87000000","5947.03000000","5178.23000000","5740.60000000","1443401"
"2023-11-01","JNJ","stock","242.21","242.21","248.34","249.09","2640485"
"2023-11-01","MSFT","stock","174.31","174.00","175.62","176.54","870249"
"2023-11-01","PG","stock","57.96","56.88","57.05","57.96","5836070"
"2023-11-01","V","stock","181.27","181.27","186.95","187.28","5599851"
"2023-10-31","BTC","crypto","37455.59000000","39766.36000000","36369.80000000","37721.03000000","632051"
"2023-10-31","COST","stock","531.13","528.12","529.60","531.13","1912919"
"2023-10-31","ETH","crypto","5649.50000000","5885.84000000","5237.59000000","5568.37000000","3037630"
"2023-10-31","JNJ","stock","245.00","241.85","243.13","245.00","929197"
"2023-10-31","MSFT","stock","178.30","174.84","174.95","178.30","841100"
"2023-10-31","PG","stock","57.63","57.44","57.67","57.70","5053089"
"2023-10-31","V","stock","192.27","183.03","183.67","192.27","797949"
"2023-10-30","BTC","crypto","37576.20000000","42044.93000000","35055.24000000","36778.81000000","6813866"
"2023-10-30","COST","stock","534.56","530.09","531.06","535.09","4661932"
"2023-10-30","ETH","crypto","5754.99000000","5881.86000000","5454.45000000","5812.91000000","1101793"
"2023-10-30","JNJ","stock","238.96","238.96","245.50","246.24","2786481"
"2023-10-30","MSFT","stock","171.73","171.73","177.03","177.20","6254319"
"2023-10-30","PG","stock","57.60","56.87","57.66","58.33","4969724"
"2023-10-30","V","stock","189.06","189.06","191.82","196.07","5536833"
"2023-10-27","BTC","crypto","40141.70000000","40252.95000000","36000.30000000","37685.46000000","17131550"
"2023-10-27","COST","stock","538.89","534.66","535.91","538.89","13960223"
"2023-10-27","ETH","crypto","6044.67000000","6217.96000000","5293.30000000","5770.52000000","1495252"
"2023-10-27","JNJ","stock","242.72","242.72","243.37","243.41","5348955"
"2023-10-27","MSFT","stock","173.61","172.13","173.27","174.09","2086089"
"2023-10-27","PG","stock","57.37","57.37","57.46","57.59","23924786"
"2023-10-27","V","stock","187.70","187.70","191.21","191.47","895897"
"2023-10-26","BTC","crypto","37860.48000000","40994.35000000","35372.25000000","39873.86000000","2306783"
"2023-10-26","COST","stock","521.30","521.30","538.90","539.71","1349885"
"2023-10-26","ETH","crypto","5416.34000000","5991.09000000","5416.34000000","5883.32000000","416725"
"2023-10-26","JNJ","stock","248.73","237.45","241.19","248.73","1011713"
"2023-10-26","MSFT","stock","172.22","172.22","176.52","176.57","8444250"
"2023-10-26","PG","stock","57.02","57.02","57.43","57.44","4715424"
"2023-10-26","V","stock","184.92","184.92","190.88","190.93","636000"
"2023-10-25","BTC","crypto","39574.65000000","41458.99000000","37234.11000000","37519.39000000","5174360"
"2023-10-25","COST","stock","524.80","520.97","521.83","524.80","2294828"
"2023-10-25","ETH","crypto","5557.90000000","5703.76000000","5446.79000000","5518.93000000","846772"
"2023-10-25","JNJ","stock","245.65","244.85","246.02","248.98","855405"
"2023-10-25","MSFT","stock","173.41","171.63","172.59","174.46","3286526"
"2023-10-25","PG","stock","56.54","56.54","57.13","57.13","2521943"
"2023-10-25","V","stock","188.70","181.78","185.28","188.96","8499808"
"2023-10-24","BTC","crypto","38967.36000000","43945.25000000","35890.52000000","38952.56000000","1403268"
"2023-10-24","COST","stock","520.90","520.90","527.22","527.35","3174021"
"2023-10-24","ETH","crypto","5309.21000000","5704.11000000","5281.14000000","5692.74000000","8046886"
"2023-10-24","JNJ","stock","241.09","241.09","248.49","250.37","751828"
"2023-10-24","MSFT","stock","170.33","170.33","172.33","173.21","1442706"
"2023-10-24","PG","stock","57.01","56.17","56.69","57.01","3165846"
"2023-10-24","V","stock","183.57","183.57","189.77","189.91","3738405"
"2023-10-23","BTC","crypto","39153.50000000","43401.88000000","36467.49000000","39751.40000000","759873"
"2023-10-23","COST","stock","523.41","520.45","521.70","523.41","1073814"
"2023-10-23","ETH","crypto","4795.22000000","5468.36000000","4795.22000000","5276.31000000","392449"
"2023-10-23","JNJ","stock","248.41","242.25","242.91","248.41","14924940"
"2023-10-23","MSFT","stock","166.48","166.48","169.49","170.52","3299604"
"2023-10-23","PG","stock","56.28","56.28","56.88","56.89","4510431"
"2023-10-23","V","stock","182.13","181.52","183.95","185.02","2176010"
"2023-10-20","BTC","crypto","42348.34000000","44465.06000000","40049.00000000","41292.93000000","670720"
"2023-10-20","COST","stock","521.18","521.18","524.75","526.93","5362730"
"2023-10-20","ETH","crypto","5064.61000000","5123.14000000","4850.19000000","4850.20000000","1954787"
"2023-10-20","JNJ","stock","252.19","245.24","245.90","252.19","3875204"
"2023-10-20","MSFT","stock","168.39","165.90","166.95","168.71","5818826"
"2023-10-20","PG","stock","57.48","55.59","56.30","57.48","20844756"
"2023-10-20","V","stock","184.62","183.56","184.14","184.62","7031150"
"2023-10-19","BTC","crypto","45031.92000000","45031.92000000","41646.88000000","42742.44000000","513062"
"2023-10-19","COST","stock","521.46","520.02","522.72","523.03","4653461"
"2023-10-19","ETH","crypto","4998.05000000","5272.59000000","4881.31000000","5153.73000000","3277448"
"2023-10-19","JNJ","stock","259.71","252.32","253.36","259.71","4803537"
"2023-10-19","MSFT","stock","166.31","166.31","170.10","175.50","1729896"
"2023-10-19","PG","stock","57.30","56.70","57.09","57.33","1401488"
"2023-10-19","V","stock","186.89","183.24","183.99","186.89","3817375"
"2023-10-18","BTC","crypto","45093.02000000","47260.65000000","43204.51000000","44959.47000000","1550785"
"2023-10-18","COST","stock","529.43","522.96","523.41","529.43","846010"
"2023-10-18","ETH","crypto","5108.12000000","5185.80000000","4645.51000000","4902.55000000","432765"
"2023-10-18","JNJ","stock","253.76","253.76","257.33","257.56","5590575"
"2023-10-18","MSFT","stock","167.66","165.40","166.74","167.66","6078173"
"2023-10-18","PG","stock","57.49","57.38","57.46","57.60","5951843"
"2023-10-18","V","stock","189.15","188.68","188.85","190.02","6523907"
"2023-10-17","BTC","crypto","42017.53000000","45574.61000000","42017.53000000","44629.96000000","561136"
"2023-10-17","COST","stock","521.36","521.36","529.20","530.16","6815621"
"2023-10-17","ETH","crypto","5258.97000000","5410.30000000","5130.61000000","5240.45000000","1627086"
"2023-10-17","JNJ","stock","253.70","250.90","254.83","258.21","2265105"
"2023-10-17","MSFT","stock","171.12","167.58","168.47","171.12","4469810"
"2023-10-17","PG","stock","56.81","56.81","57.60","57.61","1700811"
"2023-10-17","V","stock","180.73","180.73","190.12","192.64","5779391"
"2023-10-16","BTC","crypto","38949.34000000","42454.81000000","36634.44000000","40483.43000000","658419"
"2023-10-16","COST","stock","530.04","521.68","521.83","530.04","10087798"
"2023-10-16","ETH","crypto","5182.35000000","5441.88000000","5112.32000000","5281.08000000","13026545"
"2023-10-16","JNJ","stock","259.23","249.45","253.89","259.23","6951444"
"2023-10-16","MSFT","stock","165.74","165.74","170.96","172.84","1661824"
"2023-10-16","PG","stock","56.65","56.65","57.02","57.59","740388"
"2023-10-16","V","stock","178.73","178.63","179.44","180.04","5113725"
"2023-10-13","BTC","crypto","35976.98000000","41365.62000000","34731.80000000","39211.59000000","334144"
"2023-10-13","COST","stock","526.18","526.18","530.97","532.70","16691937"
"2023-10-13","ETH","crypto","4679.42000000","4917.60000000","4607.53000000","4882.31000000","2015493"
"2023-10-13","JNJ","stock","252.61","243.02","254.77","261.59","4209906"
"2023-10-13","MSFT","stock","166.95","164.82","166.71","168.69","2787551"
"2023-10-13","PG","stock","56.93","56.77","56.91","56.97","4065240"
"2023-10-13","V","stock","174.90","174.90","178.89","182.51","2148002"
"2023-10-12","BTC","crypto","32417.75000000","35198.11000000","31501.71000000","35177.77000000","1362298"
"2023-10-12","COST","stock","524.27","524.27","528.80","529.76","4761869"
"2023-10-12","ETH","crypto","4983.60000000","4983.60000000","4557.14000000","4680.45000000","1480542"
"2023-10-12","JNJ","stock","250.83","250.83","255.76","260.02","4716504"
"2023-10-12","MSFT","stock","161.67","158.81","166.75","174.09","906146"
"2023-10-12","PG","stock","57.17","56.91","56.93","57.17","6737423"
"2023-10-12","V","stock","175.15","174.21","175.38","175.64","3567621"
"2023-10-11","BTC","crypto","35765.55000000","35765.55000000","32539.36000000","33165.14000000","2326163"
"2023-10-11","COST","stock","535.57","521.53","522.50","535.57","4986099"
"2023-10-11","ETH","crypto","4863.15000000","5361.94000000","4769.20000000","4777.57000000","4373125"
"2023-10-11","JNJ","stock","252.01","248.05","249.93","253.39","3415790"
"2023-10-11","MSFT","stock","158.57","158.57","161.24","161.70","1067736"
"2023-10-11","PG","stock","56.72","56.71","57.16","57.55","5412191"
"2023-10-11","V","stock","183.97","175.70","175.96","183.97","4970978"
"2023-10-10","BTC","crypto","35666.80000000","37232.30000000","33832.50000000","34088.65000000","1275813"
"2023-10-10","COST","stock","532.16","532.16","533.81","534.45","11162787"
"2023-10-10","ETH","crypto","5105.06000000","5105.06000000","4536.28000000","4853.21000000","822296"
"2023-10-10","JNJ","stock","240.14","240.14","252.35","253.00","6794486"
"2023-10-10","MSFT","stock","160.84","156.71","156.77","160.84","14985859"
"2023-10-10","PG","stock","56.28","56.09","56.84","57.41","4886795"
"2023-10-10","V","stock","175.57","175.57","183.64","183.72","7159868"
"2023-10-09","BTC","crypto","35943.65000000","36877.87000000","34391.44000000","35030.08000000","12417943"
"2023-10-09","COST","stock","536.12","529.76","532.75","536.12","3658297"
"2023-10-09","ETH","crypto","5150.20000000","5288.50000000","5031.56000000","5077.29000000","601706"
"2023-10-09","JNJ","stock","241.00","239.44","240.00","241.87","757844"
"2023-10-09","MSFT","stock","170.88","158.39","159.83","170.88","5738128"
"2023-10-09","PG","stock","56.48","56.22","56.22","56.48","2093160"
"2023-10-09","V","stock","170.35","170.35","177.76","178.23","44885310"
"2023-10-06","BTC","crypto","40677.71000000","41961.04000000","37449.07000000","39799.30000000","289782"
"2023-10-06","COST","stock","535.44","535.44","537.82","543.56","8027283"
"2023-10-06","ETH","crypto","5272.11000000","5487.41000000","5142.10000000","5435.03000000","1651278"
"2023-10-06","JNJ","stock","249.37","227.45","239.95","249.37","1325426"
"2023-10-06","MSFT","stock","173.50","169.16","171.30","173.50","3609503"
"2023-10-06","PG","stock","56.52","56.52","56.80","56.85","1070709"
"2023-10-06","V","stock","178.04","171.91","173.26","178.04","5888339"
"2023-10-05","BTC","crypto","45095.97000000","46750.73000000","39945.63000000","41409.44000000","1235914"
"2023-10-05","COST","stock","535.72","535.72","536.40","536.49","377409"
"2023-10-05","ETH","crypto","5130.75000000","5625.41000000","5130.75000000","5246.01000000","2842742"
"2023-10-05","JNJ","stock","239.05","239.05","249.89","253.50","4497822"
"2023-10-05","MSFT","stock","171.94","170.90","171.61","173.17","3613116"
"2023-10-05","PG","stock","56.64","56.63","56.67","56.82","18224602"
"2023-10-05","V","stock","171.50","171.50","174.77","174.79","390604"
"2023-10-04","BTC","crypto","51314.56000000","51314.56000000","43027.27000000","46317.99000000","347096"
"2023-10-04","COST","stock","534.11","533.07","535.15","535.99","805268"
"2023-10-04","ETH","crypto","5380.44000000","5500.85000000","5247.56000000","5260.61000000","1493029"
"2023-10-04","JNJ","stock","246.48","239.79","240.15","246.48","1385478"
"2023-10-04","MSFT","stock","170.51","170.51","173.18","173.71","4332138"
"2023-10-04","PG","stock","56.59","56.27","56.41","56.59","15075887"
"2023-10-04","V","stock","173.27","171.51","171.59","173.27","5547655"
"2023-10-03","BTC","crypto","48560.80000000","51158.94000000","47692.36000000","50690.57000000","432572"
"2023-10-03","COST","stock","532.16","527.28","532.44","534.88","2453682"
"2023-10-03","ETH","crypto","5383.76000000","5610.88000000","4995.57000000","5308.11000000","874884"
"2023-10-03","JNJ","stock","248.85","246.51","247.31","248.85","5729361"
"2023-10-03","MSFT","stock","166.44","162.87","168.78","175.22","6916455"
"2023-10-03","PG","stock","57.09","56.47","56.61","57.09","2269172"
"2023-10-03","V","stock","161.23","161.23","170.96","172.21","2237904"
"2023-10-02","BTC","crypto","47510.54000000","49954.53000000","46179.24000000","48041.77000000","3168008"
"2023-10-02","COST","stock","526.20","526.20","532.99","535.32","773648"
"2023-10-02","ETH","crypto","5264.41000000","5454.55000000","5116.61000000","5321.81000000","1040376"
"2023-10-02","JNJ","stock","246.02","243.87","246.19","255.06","1763662"
"2023-10-02","MSFT","stock","167.67","166.58","166.61","167.67","4834461"
"2023-10-02","PG","stock","56.60","56.60","57.13","57.35","2063245"
"2023-10-02","V","stock","158.85","158.85","163.16","165.43","8392500"
"2023-09-29","BTC","crypto","50030.57000000","51873.71000000","46039.79000000","48316.70000000","421484"
"2023-09-29","COST","stock","538.54","527.36","528.53","538.54","5530510"
"2023-09-29","ETH","crypto","4607.30000000","5211.99000000","4607.30000000","5122.45000000","1368222"
"2023-09-29","JNJ","stock","240.76","240.76","246.53","247.29","1667194"
"2023-09-29","MSFT","stock","172.85","168.37","169.15","172.85","22741209"
"2023-09-29","PG","stock","57.04","56.27","56.73","57.07","56942499"
"2023-09-29","V","stock","157.95","157.94","158.65","158.76","14062501"
"2023-09-28","BTC","crypto","45526.69000000","52499.43000000","43927.55000000","48968.19000000","3107476"
"2023-09-28","COST","stock","536.17","533.24","538.44","543.18","4220640"
"2023-09-28","ETH","crypto","4943.65000000","5186.38000000","4603.19000000","4674.64000000","1389394"
"2023-09-28","JNJ","stock","241.41","240.87","240.99","242.24","6173630"
"2023-09-28","MSFT","stock","176.91","167.65","173.65","176.91","8225204"
"2023-09-28","PG","stock","56.74","56.74","57.29","57.61","1591620"
"2023-09-28","V","stock","160.52","153.71","158.58","162.66","1817963"
"2023-09-27","BTC","crypto","44887.55000000","45741.40000000","41778.48000000","44942.52000000","3459393"
"2023-09-27","COST","stock","543.03","531.35","536.82","543.03","2583756"
"2023-09-27","ETH","crypto","4742.54000000","5047.36000000","4678.22000000","4992.35000000","3878612"
"2023-09-27","JNJ","stock","235.38","235.38","242.29","242.31","6325638"
"2023-09-27","MSFT","stock","171.69","171.69","177.48","177.84","3365255"
"2023-09-27","PG","stock","56.15","55.88","56.70","57.46","10591211"
"2023-09-27","V","stock","152.54","152.54","160.05","161.62","2534104"
"2023-09-26","BTC","crypto","37834.33000000","44026.24000000","37834.33000000","43564.64000000","8126312"
"2023-09-26","COST","stock","536.98","536.98","541.68","542.70","1477530"
"2023-09-26","ETH","crypto","4978.32000000","5278.63000000","4669.25000000","4682.67000000","1467704"
"2023-09-26","JNJ","stock","235.61","234.19","235.98","250.50","7274020"
"2023-09-26","MSFT","stock","164.51","164.51","170.59","173.89","675904"
"2023-09-26","PG","stock","55.84","55.84","56.20","56.26","777753"
"2023-09-26","V","stock","150.37","150.37","152.70","154.27","516476"
"2023-09-25","BTC","crypto","38127.91000000","41484.94000000","37716.55000000","38657.44000000","1451566"
"2023-09-25","COST","stock","516.09","516.09","534.71","536.16","5224084"
"2023-09-25","ETH","crypto","5045.34000000","5163.30000000","4854.19000000","4996.48000000","726641"
"2023-09-25","JNJ","stock","246.40","235.87","237.38","246.40","7636015"
"2023-09-25","MSFT","stock","167.47","166.17","166.26","167.47","9589374"
"2023-09-25","PG","stock","56.22","55.92","56.09","56.24","2321113"
"2023-09-25","V","stock","157.01","149.31","150.42","157.01","3091143"
"2023-09-22","BTC","crypto","41436.76000000","48013.64000000","41080.51000000","42955.98000000","1217653"
"2023-09-22","COST","stock","520.85","516.08","516.08","520.85","1899748"
"2023-09-22","ETH","crypto","4988.72000000","5058.75000000","4679.71000000","4834.35000000","2709813"
"2023-09-22","JNJ","stock","247.78","242.64","244.96","247.78","2380522"
"2023-09-22","MSFT","stock","164.80","164.20","166.92","167.93","3435496"
"2023-09-22","PG","stock","55.77","55.77","56.31","56.39","13034642"
"2023-09-22","V","stock","158.26","155.20","155.52","158.26","2699560"
